"","SettlementPoint","Year","Month","AveragePrice"
"559","LZ_RAYBN",2017,10,21.3799327956989
"560","LZ_RAYBN",2017,11,21.8291805555556
"561","LZ_RAYBN",2017,12,21.3126075268817
"562","LZ_RAYBN",2018,1,39.3701478494624
"563","LZ_RAYBN",2018,2,22.4031696428571
"564","LZ_RAYBN",2018,3,23.8057065948856
"565","LZ_RAYBN",2018,4,27.198875
"566","LZ_RAYBN",2018,5,40.95125
"567","LZ_RAYBN",2018,6,31.9455833333333
"568","LZ_RAYBN",2018,7,84.9019086021505
"569","LZ_RAYBN",2018,8,32.5187231182796
"570","LZ_RAYBN",2018,9,27.6808888888889
"571","LZ_RAYBN",2018,10,30.6249596774194
"572","LZ_RAYBN",2018,11,33.4524444444444
"573","LZ_RAYBN",2018,12,31.5535349462366
"574","LZ_RAYBN",2019,1,24.4114919354839
"575","LZ_RAYBN",2019,2,21.0662797619048
"576","LZ_RAYBN",2019,3,29.809798115747
"577","LZ_RAYBN",2019,4,24.9983055555556
"578","LZ_RAYBN",2019,5,24.7881586021505
"579","LZ_RAYBN",2019,6,25.4585138888889
"580","LZ_RAYBN",2019,7,30.0297177419355
"581","LZ_RAYBN",2019,8,126.897889784946
"582","LZ_RAYBN",2019,9,80.6986388888889
"583","LZ_RAYBN",2019,10,28.5543817204301
"584","LZ_RAYBN",2019,11,24.5175694444444
"585","LZ_RAYBN",2019,12,19.0850672043011
"586","LZ_SOUTH",2016,1,19.4817204301075
"587","LZ_SOUTH",2016,2,15.9358620689655
"588","LZ_SOUTH",2016,3,19.5211440107672
"589","LZ_SOUTH",2016,4,20.738
"590","LZ_SOUTH",2016,5,20.691747311828
"591","LZ_SOUTH",2016,6,27.4716527777778
"592","LZ_SOUTH",2016,7,28.8895833333333
"593","LZ_SOUTH",2016,8,31.8233064516129
"594","LZ_SOUTH",2016,9,28.7620138888889
"595","LZ_SOUTH",2016,10,30.0310349462366
"596","LZ_SOUTH",2016,11,20.6333888888889
"597","LZ_SOUTH",2016,12,26.3268413978495
"598","LZ_SOUTH",2017,1,25.1554838709677
"599","LZ_SOUTH",2017,2,21.7936904761905
"600","LZ_SOUTH",2017,3,26.5282099596232
"601","LZ_SOUTH",2017,4,28.5498888888889
"602","LZ_SOUTH",2017,5,29.9797311827957
"603","LZ_SOUTH",2017,6,36.7834444444444
"604","LZ_SOUTH",2017,7,34.1932930107527
"605","LZ_SOUTH",2017,8,33.4578494623656
"606","LZ_SOUTH",2017,9,28.3303472222222
"607","LZ_SOUTH",2017,10,28.4640188172043
"608","LZ_SOUTH",2017,11,27.8657222222222
"609","LZ_SOUTH",2017,12,25.4042204301075
"610","LZ_SOUTH",2018,1,46.1325672043011
"611","LZ_SOUTH",2018,2,25.1970386904762
"612","LZ_SOUTH",2018,3,26.7599730820996
"613","LZ_SOUTH",2018,4,28.1869722222222
"614","LZ_SOUTH",2018,5,41.2744220430108
"615","LZ_SOUTH",2018,6,32.2586805555556
"616","LZ_SOUTH",2018,7,80.4475672043011
"617","LZ_SOUTH",2018,8,33.6906317204301
"618","LZ_SOUTH",2018,9,28.3837638888889
"619","LZ_SOUTH",2018,10,32.1269758064516
"620","LZ_SOUTH",2018,11,33.5444861111111
"621","LZ_SOUTH",2018,12,32.1127284946237
"622","LZ_SOUTH",2019,1,27.0579032258065
"623","LZ_SOUTH",2019,2,23.7289583333333
"624","LZ_SOUTH",2019,3,30.5294885598923
"625","LZ_SOUTH",2019,4,27.1478333333333
"626","LZ_SOUTH",2019,5,27.2109946236559
"627","LZ_SOUTH",2019,6,27.2595972222222
"628","LZ_SOUTH",2019,7,31.1321639784946
"629","LZ_SOUTH",2019,8,127.109018817204
"630","LZ_SOUTH",2019,9,81.0091111111111
"631","LZ_SOUTH",2019,10,32.9421102150538
"632","LZ_SOUTH",2019,11,25.8037083333333
"633","LZ_SOUTH",2019,12,19.7868817204301
"634","LZ_WEST",2016,1,19.5192607526882
"635","LZ_WEST",2016,2,15.0444827586207
"636","LZ_WEST",2016,3,16.0026514131898
"637","LZ_WEST",2016,4,17.1536666666667
"638","LZ_WEST",2016,5,17.7375268817204
"639","LZ_WEST",2016,6,23.4887638888889
"640","LZ_WEST",2016,7,27.1787903225806
"641","LZ_WEST",2016,8,30.010564516129
"642","LZ_WEST",2016,9,26.7676666666667
"643","LZ_WEST",2016,10,25.1822580645161
"644","LZ_WEST",2016,11,19.3431388888889
"645","LZ_WEST",2016,12,25.1658198924731
"646","LZ_WEST",2017,1,23.2313709677419
"647","LZ_WEST",2017,2,18.4770535714286
"648","LZ_WEST",2017,3,20.251197846568
"649","LZ_WEST",2017,4,20.3885694444444
"650","LZ_WEST",2017,5,22.8677956989247
"651","LZ_WEST",2017,6,27.5123194444444
"652","LZ_WEST",2017,7,31.1301747311828
"653","LZ_WEST",2017,8,27.2139112903226
"654","LZ_WEST",2017,9,27.0117777777778
"655","LZ_WEST",2017,10,22.1733198924731
"656","LZ_WEST",2017,11,22.1529166666667
"657","LZ_WEST",2017,12,21.8722580645161
"658","LZ_WEST",2018,1,37.2933064516129
"659","LZ_WEST",2018,2,22.1241071428571
"660","LZ_WEST",2018,3,22.3016285329744
"661","LZ_WEST",2018,4,21.128125
"662","LZ_WEST",2018,5,49.6001209677419
"663","LZ_WEST",2018,6,57.9675277777778
"664","LZ_WEST",2018,7,101.470967741935
"665","LZ_WEST",2018,8,33.2898521505376
"666","LZ_WEST",2018,9,27.1010972222222
"667","LZ_WEST",2018,10,30.0045564516129
"668","LZ_WEST",2018,11,31.2240277777778
"669","LZ_WEST",2018,12,34.9808467741936
"670","LZ_WEST",2019,1,27.4615322580645
"671","LZ_WEST",2019,2,22.7989583333333
"672","LZ_WEST",2019,3,31.2829609690444
"673","LZ_WEST",2019,4,21.6992361111111
"674","LZ_WEST",2019,5,28.8519892473118
"675","LZ_WEST",2019,6,32.0267777777778
"676","LZ_WEST",2019,7,32.075685483871
"677","LZ_WEST",2019,8,128.876465053763
"678","LZ_WEST",2019,9,83.4711388888889
"679","LZ_WEST",2019,10,49.3833602150538
"680","LZ_WEST",2019,11,49.3408472222222
"681","LZ_WEST",2019,12,39.5025940860215
